"[[[72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.5357142857142857], [69.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429]]]",44,267,340,475,487,507,546,638,693
"[[[67.0, 90.0, 0.5357142857142857], [69.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.5357142857142857], [69.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429]]]",47,191
"[[[69.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.5357142857142857], [69.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.7142857142857143]]]",48,58,192,243,330,469,523,598,616,622,628,661,679
"[[[66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858]]]",58,48,"['192', 'T']",243,298,330,469,523,598,616,622,661,679
"[[[68.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858], [71.0, 90.0, 0.08928571428571429]]]",59,"['193', 'T']",599,617,623,662
"[[[68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429]]]",60,231,318,457,562,586,600,606,649,663
"[[[66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429]]]",61,175,409,415
"[[[68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429]]]",62,102,176
"[[[69.0, 90.0, 0.17857142857142858], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429]]]",63,103,166
"[[[71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429]]]",64,104,"['159', 'T']"
"[[[72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.7142857142857143]]]",65,"['160', 'T']",168
"[[[81.0, 90.0, 0.7142857142857143], [79.0, 90.0, 0.7142857142857143], [84.0, 90.0, 0.7142857142857143], [75.0, 90.0, 0.7142857142857143], [81.0, 90.0, 0.35714285714285715], [78.0, 90.0, 0.35714285714285715]]]",70,350,711
"[[[79.0, 90.0, 0.35714285714285715], [76.0, 90.0, 0.35714285714285715], [73.0, 90.0, 0.35714285714285715], [81.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.35714285714285715], [74.0, 90.0, 0.08928571428571429]]]",77,209
"[[[77.0, 90.0, 0.35714285714285715], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.08928571428571429]]]",81,720
"[[[74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429]]]",82,32,163,275,560,697,721
"[[[76.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429]]]",83,41,164,230,236,276,317,323,456,462,561,585,591,648,654,672,698
"[[[77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.35714285714285715]]]",84,42,165,624
"[[[76.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [82.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429]]]",90,37,418,668
"[[[77.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [82.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.08928571428571429]]]",91,38,314
"[[[79.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [82.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429]]]",92,35
"[[[81.0, 90.0, 0.08928571428571429], [82.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [79.0, 90.0, 0.08928571428571429], [77.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429]]]",93,20,36,667,687
"[[[77.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429]]]",97,"['37', 'T']",418,668
"[[[72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429]]]",102,62,"['176', 'T']"
"[[[71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429]]]",103,63
"[[[69.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.35714285714285715]]]",104,64,159,167
"[[[71.0, 90.0, 1.0714285714285714], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.17857142857142858]]]",120,"['173', 'T']",181,"['307', 'T']"
"[[[71.0, 90.0, 0.17857142857142858], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.35714285714285715], [77.0, 90.0, 0.35714285714285715], [76.0, 90.0, 0.35714285714285715]]]",132,369
"[[[72.0, 90.0, 1.0714285714285714], [71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429]]]",158,567,706
"[[[71.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429]]]",159,"['64', 'T']",104
"[[[72.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429]]]",160,"['65', 'T']"
"[[[78.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [83.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429]]]",163,32,82,249,483,697,721
"[[[80.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [83.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429]]]",164,41,83,230,236,250,317,323,456,462,484,585,591,648,654,672,698
"[[[81.0, 90.0, 0.08928571428571429], [83.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429]]]",165,42,84,624
"[[[83.0, 90.0, 0.08928571428571429], [81.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429]]]",166,63
"[[[81.0, 90.0, 0.08928571428571429], [80.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429]]]",167,104
"[[[80.0, 90.0, 0.08928571428571429], [78.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429]]]",168,65
"[[[71.0, 90.0, 0.08928571428571429], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429]]]",173,"['120', 'T']","['307', 'T']"
"[[[74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429]]]",175,61
"[[[72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429]]]",176,62,"['102', 'T']"
"[[[64.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429]]]",181,120,307
"[[[69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429]]]",182,"['397', 'T']"
"[[[64.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429]]]",191,47,242,329,468,597,615,621,627,660,678
"[[[66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 1.7857142857142858]]]",192,48,"['58', 'T']",243,298,330,469,523,598,616,622,628,661,679
"[[[68.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.5357142857142857], [66.0, 90.0, 0.08928571428571429], [68.0, 90.0, 0.08928571428571429], [69.0, 90.0, 1.7857142857142858], [71.0, 90.0, 0.35714285714285715]]]",193,"['59', 'T']",599,617,623,662
"[[[69.0, 90.0, 0.7142857142857143], [67.0, 90.0, 0.7142857142857143], [72.0, 90.0, 0.7142857142857143], [63.0, 90.0, 0.7142857142857143], [69.0, 90.0, 0.35714285714285715], [66.0, 90.0, 0.35714285714285715]]]",202,350,711
"[[[67.0, 90.0, 0.35714285714285715], [64.0, 90.0, 0.35714285714285715], [61.0, 90.0, 0.35714285714285715], [69.0, 90.0, 0.35714285714285715], [65.0, 90.0, 0.35714285714285715], [62.0, 90.0, 0.35714285714285715]]]",209,77
"[[[69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.35714285714285715], [65.0, 90.0, 0.08928571428571429]]]",221,"['343', 'T']"
"[[[65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429]]]",226,37,418,668
"[[[64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.26785714285714285]]]",227,490,641,685,704
"[[[62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.26785714285714285], [60.0, 90.0, 0.08928571428571429]]]",228,491,724
"[[[60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.26785714285714285], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429]]]",229,492
"[[[59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.26785714285714285], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429]]]",230,83,164,"['250', 'T']",276,484,"['561', 'T']",698
"[[[60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.26785714285714285], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429]]]",231,60,"['562', 'T']",600,606,663
"[[[62.0, 90.0, 0.26785714285714285], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429]]]",232,"['563', 'T']",664
"[[[60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.26785714285714285]]]",233,665
"[[[59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.26785714285714285], [57.0, 90.0, 0.08928571428571429]]]",234,491,724
"[[[57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.26785714285714285], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429]]]",235,492
"[[[56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.26785714285714285], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [54.0, 90.0, 0.08928571428571429]]]",236,83,164,250,276,484,561,698
"[[[57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.26785714285714285], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [54.0, 90.0, 0.08928571428571429], [52.0, 90.0, 0.5357142857142857]]]",237,251,277,485,612,618,699
"[[[59.0, 90.0, 0.26785714285714285], [57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [54.0, 90.0, 0.08928571428571429], [52.0, 90.0, 0.5357142857142857], [54.0, 90.0, 0.08928571428571429]]]",238,398,486,637
"[[[57.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [54.0, 90.0, 0.08928571428571429], [52.0, 90.0, 0.5357142857142857], [54.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429]]]",239,267,340,475,487,507,546,638,693
"[[[52.0, 90.0, 0.5357142857142857], [54.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.5357142857142857], [54.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429]]]",242,191
"[[[54.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.5357142857142857], [54.0, 90.0, 0.08928571428571429], [56.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.35714285714285715]]]",243,48,58,192,298,598,616,622,628,661
"[[[57.0, 90.0, 0.35714285714285715], [57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.08928571428571429]]]",248,274,"['559', 'T']"
"[[[57.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429]]]",249,32,163,275,"['560', 'T']",697,721
"[[[59.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429]]]",250,41,164,"['230', 'T']",236,276,317,323,456,462,"['561', 'T']",585,591,648,654,672,698
"[[[60.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [55.0, 90.0, 0.35714285714285715]]]",251,237,277,324,463,485,592,612,618,655,673,699
"[[[62.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [55.0, 90.0, 0.35714285714285715], [55.0, 90.0, 0.08928571428571429]]]",252,613,619,625
"[[[60.0, 90.0, 0.08928571428571429], [59.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429], [55.0, 90.0, 0.35714285714285715], [55.0, 90.0, 0.08928571428571429], [57.0, 90.0, 0.08928571428571429]]]",253,614,620,626
"[[[64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429]]]",267,44,239,326,"['340', 'T']",465,475,487,507,546,594,657,675,693
"[[[65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429]]]",268,"['341', 'T']",476,488,547,694
"[[[67.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.8035714285714286]]]",269,"['342', 'T']",477,548,635,695
"[[[69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.8035714285714286], [62.0, 90.0, 0.08928571428571429]]]",270,478
"[[[67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.8035714285714286], [62.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429]]]",271,479
"[[[65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.8035714285714286], [62.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429]]]",272,480
"[[[64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.8035714285714286], [62.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429]]]",273,481
"[[[62.0, 90.0, 0.8035714285714286], [62.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429]]]",274,248,482
"[[[62.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429]]]",275,32,82,249,483,697,721
"[[[64.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429]]]",276,41,83,230,236,250,317,323,456,462,484,585,591,648,654,672,698
"[[[65.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [65.0, 90.0, 0.08928571428571429], [64.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.08928571428571429], [60.0, 90.0, 0.35714285714285715]]]",277,237,251,324,463,485,592,612,618,655,673,699
"[[[65.0, 90.0, 0.35714285714285715], [62.0, 90.0, 0.35714285714285715], [67.0, 90.0, 0.35714285714285715], [60.0, 90.0, 0.35714285714285715], [57.0, 90.0, 0.35714285714285715], [62.0, 90.0, 0.35714285714285715]]]",291,528
"[[[59.0, 90.0, 0.08928571428571429], [61.0, 90.0, 0.08928571428571429], [61.0, 90.0, 0.5357142857142857], [59.0, 90.0, 0.08928571428571429], [61.0, 90.0, 0.08928571428571429], [62.0, 90.0, 0.7142857142857143]]]",298,58,192,243,330,469,523,598,616,622,628,661,679
"[[[71.0, 90.0, 0.17857142857142858], [76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.35714285714285715]]]",307,"['120', 'T']","['173', 'T']",181
"[[[76.0, 90.0, 0.08928571428571429], [74.0, 90.0, 0.08928571428571429], [72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.35714285714285715], [72.0, 90.0, 0.08928571428571429]]]",308,343
"[[[72.0, 90.0, 0.08928571428571429], [71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429]]]",313,37,418,668
"[[[71.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [66.0, 90.0, 0.08928571428571429], [67.0, 90.0, 0.08928571428571429], [69.0, 90.0, 0.26785714285714285]]]",314,18,91
